UPKB	ARO Accession	CARD Short Name	RM ARO Accession	Resistance Mechanism	CARD URL
P95524	ARO:3004644	Pmir_dfrA6	ARO:0001002	antibiotic target replacement	https://card.mcmaster.ca/aro/3004644
Q4WR59	ARO:3003942	abcA	ARO:0010000	antibiotic efflux	https://card.mcmaster.ca/aro/3003942
Q32E34	ARO:3003950	msbA	ARO:0010000	antibiotic efflux	https://card.mcmaster.ca/aro/3003950
P9WJY5	ARO:3003955	efpA	ARO:0010000	antibiotic efflux	https://card.mcmaster.ca/aro/3003955
P22615	ARO:3004656	Ecol_catII	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3004656
P07641	ARO:3004657	catA4	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3004657
A8Z522	ARO:3004661	Saur_FosB	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3004661
P0A0J6	ARO:3004667	Saur_norA	ARO:0010000	antibiotic efflux	https://card.mcmaster.ca/aro/3004667
Q4L2Y9	ARO:3004670	FosB1	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3004670
P08457	ARO:3004699	sta	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3004699
P13661	ARO:3001452	OXA-140	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3001452
Q9HUH5	ARO:3004038	Paer_emrE	ARO:0010000	antibiotic efflux	https://card.mcmaster.ca/aro/3004038
P23895	ARO:3004039	Ecol_emrE	ARO:0010000	antibiotic efflux	https://card.mcmaster.ca/aro/3004039
P0AE06	ARO:3004043	Ecol_acrA	ARO:0010000	antibiotic efflux	https://card.mcmaster.ca/aro/3004043
P07561	ARO:3000179	tet(L)	ARO:0010000	antibiotic efflux	https://card.mcmaster.ca/aro/3000179
Q51487	ARO:3000379	OprM	ARO:0010000	antibiotic efflux	https://card.mcmaster.ca/aro/3000379
Q59514	ARO:3004761	BRO-1	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3004761
Q9I3Y3	ARO:3004077	PmpM	ARO:0010000	antibiotic efflux	https://card.mcmaster.ca/aro/3004077
P25920	ARO:3004102	kamB	ARO:0001001	antibiotic target alteration	https://card.mcmaster.ca/aro/3004102
Q51506	ARO:3004107	Paer_soxR			https://card.mcmaster.ca/aro/3004107
A5I5U3	ARO:3004146	cfrC	ARO:0001001	antibiotic target alteration	https://card.mcmaster.ca/aro/3004146
Q5YQP4	ARO:3000501	rpoB2			https://card.mcmaster.ca/aro/3000501
P00811	ARO:3004290	Ecol_ampC_BLA	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3004290
P23364	ARO:3004451	Afab_ACT_CHL	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3004451
P22782	ARO:3004454	Ccol_ACT_CHL	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3004454
P25309	ARO:3004457	Sint_ACT_CHL	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3004457
Q03058	ARO:3004458	Efae_ACT_CHL	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3004458
P49417	ARO:3004460	Vang_ACT_CHL	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3004460
P26841	ARO:3002679	Paer_catB7	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3002679
Q9EZQ7	ARO:3004740	AST-1	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3004740
P39115	ARO:3004476	vmlR	ARO:0001003	antibiotic target protection	https://card.mcmaster.ca/aro/3004476
B2RI48	ARO:3003920	pgpB	ARO:0001001	antibiotic target alteration	https://card.mcmaster.ca/aro/3003920
P42242	ARO:3004541	mphK	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3004541
Q59397	ARO:3004548	dfrA9	ARO:0001002	antibiotic target replacement	https://card.mcmaster.ca/aro/3004548
Q9S1M6	ARO:3004592	erm(32)	ARO:0001001	antibiotic target alteration	https://card.mcmaster.ca/aro/3004592
P0DPR5	ARO:3004573	Abau_AbaF	ARO:0010000	antibiotic efflux	https://card.mcmaster.ca/aro/3004573
P0DPR4	ARO:3004574	Abau_AbaQ	ARO:0010000	antibiotic efflux	https://card.mcmaster.ca/aro/3004574
A6T8S6	ARO:3004583	Kpne_KpnF	ARO:0010000	antibiotic efflux	https://card.mcmaster.ca/aro/3004583
A0A059WYP6	ARO:3004584	tet(50)	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3004584
A0A0H4TXY1	ARO:3004591	tet(55)	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3004591
P0AA23	ARO:3005010	qacEdelta1	ARO:0010000	antibiotic efflux	https://card.mcmaster.ca/aro/3005010
P13081	ARO:3005036	BLMT	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3005036
O69078	ARO:3005069	rsmA	ARO:0010000	antibiotic efflux	https://card.mcmaster.ca/aro/3005069
O87868	ARO:3003836	qacH	ARO:0010000	antibiotic efflux	https://card.mcmaster.ca/aro/3003836
Q81W73	ARO:3005100	FosB2	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3005100
O08498	ARO:3005522	BlaB-1	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3005522
Q9RB01	ARO:3005533	BlaB-2	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3005533
Q9XBN7	ARO:3005543	BlaB-3	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3005543
Q9KJA9	ARO:3005553	BlaB-5	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3005553
Q9KJA8	ARO:3005555	BlaB-7	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3005555
Q9KJA7	ARO:3005556	BlaB-8	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3005556
P30897	ARO:3005588	CARB-54	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3005588
E1ANH6	ARO:3005667	CTX-M-97	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3005667
P18251	ARO:3006956	OHIO-1	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006956
Q99S97	ARO:3007013	sdrM	ARO:0010000	antibiotic efflux	https://card.mcmaster.ca/aro/3007013
O87866	ARO:3007015	qacG	ARO:0010000	antibiotic efflux	https://card.mcmaster.ca/aro/3007015
P37711	ARO:3002955	vanY_in_vanA_cl	ARO:0001001	antibiotic target alteration	https://card.mcmaster.ca/aro/3002955
Q05709	ARO:3002942	vanH_in_vanA_cl	ARO:0001001	antibiotic target alteration	https://card.mcmaster.ca/aro/3002942
Q06241	ARO:3002949	vanX_in_vanA_cl	ARO:0001001	antibiotic target alteration	https://card.mcmaster.ca/aro/3002949
Q47745	ARO:3002932	vanS_in_vanB_cl	ARO:0001001	antibiotic target alteration	https://card.mcmaster.ca/aro/3002932
Q9X3P3	ARO:3002970	vanT_in_vanC_cl	ARO:0001001	antibiotic target alteration	https://card.mcmaster.ca/aro/3002970
Q47747	ARO:3002964	vanW_in_vanB_cl	ARO:0001001	antibiotic target alteration	https://card.mcmaster.ca/aro/3002964
Q93A44	ARO:3002971	vanT_in_vanE_cl	ARO:0001001	antibiotic target alteration	https://card.mcmaster.ca/aro/3002971
A0A0R6L508	ARO:3003689	MCR-1.1	ARO:0001001	antibiotic target alteration	https://card.mcmaster.ca/aro/3003689
P41368	ARO:3000521	Saur_mupA_MUP	ARO:0001001	antibiotic target alteration	https://card.mcmaster.ca/aro/3000521
P33941	ARO:3003952	YojI	ARO:0010000	antibiotic efflux	https://card.mcmaster.ca/aro/3003952
Q9F663	ARO:3002312	KPC-2	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3002312
A1A317	ARO:3004480	Bado_rpoB_RIF			https://card.mcmaster.ca/aro/3004480
Q55002	ARO:3002891	otr(A)S.rim	ARO:0001003	antibiotic target protection	https://card.mcmaster.ca/aro/3002891
Q02652	ARO:3007127	otr(A)S.liv	ARO:0001003	antibiotic target protection	https://card.mcmaster.ca/aro/3007127
A0A0R6L508	ARO:3007280	MCR-1.26	ARO:0001001	antibiotic target alteration	https://card.mcmaster.ca/aro/3007280
P9WKD3	ARO:3007182	blaC	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3007182
Q7ATH7	ARO:3002597	AAC6_Ie_APH2_Ia	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3002597
F2R776	ARO:3007209	Sven_rox	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3007209
Q5YTV5	ARO:3007210	Nfar_rox	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3007210
Q07448	ARO:3007401	ANT(9)-Ib	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3007401
P62580	ARO:3002683	catA1	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3002683
I6YEJ7	ARO:3007659	Rv2856	ARO:0010000	antibiotic efflux	https://card.mcmaster.ca/aro/3007659
P9WG85	ARO:3007662	Rv1877	ARO:0010000	antibiotic efflux	https://card.mcmaster.ca/aro/3007662
P62594	ARO:3000873	TEM-1	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3000873
P05364	ARO:3007961	ACT-89	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3007961
P00807	ARO:3008823	PC1	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3008823
F8TCS6	ARO:3001109	SHV-52	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3001109
A0A0K9N8K7	ARO:3002867	dfrF	ARO:0001002	antibiotic target replacement	https://card.mcmaster.ca/aro/3002867
R4I5F6	ARO:3001989	CTX-M-130	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3001989
G9JVE6	ARO:3002356	NDM-6	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3002356
A0A097ZI43	ARO:3001855	ACT-35	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3001855
Q9JP71	ARO:3002244	CARB-5	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3002244
Q6XFQ7	ARO:3000600	Erm(34)	ARO:0001001	antibiotic target alteration	https://card.mcmaster.ca/aro/3000600
Q6IT48	ARO:3000988	TEM-126	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3000988
B5L5V5	ARO:3002511	LRA-12	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3002511
Q7BQ65	ARO:3000938	TEM-72	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3000938
Q9S534	ARO:3000928	TEM-59	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3000928
C6JUP9	ARO:3002320	KPC-10	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3002320
G9JKV8	ARO:3001711	OXA-212	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3001711
Q6F3R2	ARO:3002193	IMP-2	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3002193
U3MJT7	ARO:3001517	OXA-329	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3001517
G9JKE9	ARO:3001832	ACT-10	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3001832
V5XVS3	ARO:3001557	OXA-371	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3001557
A0A380FZY8	ARO:3003552	fusB	ARO:0001003	antibiotic target protection	https://card.mcmaster.ca/aro/3003552
H6V561	ARO:3001980	CTX-M-121	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3001980
Q6QJ79	ARO:3002372	VEB-3	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3002372
Q7WZC7	ARO:3001794	OXA-45	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3001794
B9VXW8	ARO:3001800	OXA-226	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3001800
A0A097BQV9	ARO:3003163	CTX-M-155	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3003163
A0A097J9H8	ARO:3002146	DHA-15	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3002146
A0A515HHK5	ARO:3003109	msrE	ARO:0001003	antibiotic target protection	https://card.mcmaster.ca/aro/3003109
A0A7H4P8I2	ARO:3002415	OXY-6-3	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3002415
A0A839BMP7	ARO:3002804	FosA2	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3002804
J9RDG6	ARO:3002771	QnrB58	ARO:0001003	antibiotic target protection	https://card.mcmaster.ca/aro/3002771
M4Q6L3	ARO:3003198	rmtH	ARO:0001001	antibiotic target alteration	https://card.mcmaster.ca/aro/3003198
A0A285B049	ARO:3002413	OXY-6-1	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3002413
A0A6C6ZK19	ARO:3000504	golS	ARO:0010000	antibiotic efflux	https://card.mcmaster.ca/aro/3000504
A0A097J9G6	ARO:3002125	CMY-114	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3002125
A0A4Q4XDA8	ARO:3001808	OXA-60	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3001808
B0R1P5	ARO:3001650	OXA-90	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3001650
A0A4P3AFQ8	ARO:3002380	SME-2	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3002380
Q51406	ARO:3002538	AAC(3)-IIIc	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3002538
Q8RT60	ARO:3002397	OXY-2-2	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3002397
C6K2V5	ARO:3002188	MOX-5	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3002188
S5FWH2	ARO:3000904	TEM-34	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3000904
A0A0J0ZV06	ARO:3001617	OXA-69	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3001617
H6WZT7	ARO:3002762	QnrB47	ARO:0001003	antibiotic target protection	https://card.mcmaster.ca/aro/3002762
F6KV45	ARO:3002795	QnrS6	ARO:0001003	antibiotic target protection	https://card.mcmaster.ca/aro/3002795
U3MPT5	ARO:3001518	OXA-330	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3001518
F4YXC2	ARO:3002053	CMY-42	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3002053
A0A5J6WZQ0	ARO:3002546	AAC(6')-Ib	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3002546
K0GES5	ARO:3002083	CMY-70	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3002083
I3VLI2	ARO:3002350	GES-21	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3002350
Q8KRG8	ARO:3001099	SHV-41	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3001099
X2J431	ARO:3001577	OXA-391	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3001577
Q5H739	ARO:3000996	TEM-132	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3000996
S5ZIP8	ARO:3002360	NDM-10	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3002360
R4NKM1	ARO:3002778	QnrB66	ARO:0001003	antibiotic target protection	https://card.mcmaster.ca/aro/3002778
A0A2S1P6T2	ARO:3001100	SHV-42	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3001100
U5NJ84	ARO:3001429	OXA-35	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3001429
Q9LAJ9	ARO:3001076	SHV-18	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3001076
A0ZX88	ARO:3001133	SHV-79	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3001133
Q9R771	ARO:3000916	TEM-47	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3000916
A0A097J9F6	ARO:3001849	ACT-29	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3001849
A0A0M4UT46	ARO:3002157	FOX-3	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3002157
A0AA42FLY6	ARO:3002366	PER-4	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3002366
A0A0S2M5N9	ARO:3000845	GIM-1	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3000845
K4PWH4	ARO:3002233	IMP-42	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3002233
Q91UY8	ARO:3000965	TEM-102	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3000965
I0AXX8	ARO:3000979	TEM-116	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3000979
E2II01	ARO:3002066	CMY-55	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3002066
Q4JNX3	ARO:3001904	CTX-M-42	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3001904
B6E133	ARO:3001154	SHV-105	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3001154
I3V693	ARO:3002092	CMY-79	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3002092
E7DRN2	ARO:3002067	CMY-56	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3002067
A0A0A7RCB1	ARO:3003149	OXA-426	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3003149
E3UTA3	ARO:3002059	CMY-48	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3002059
A0AAW7FX42	ARO:3002753	QnrB38	ARO:0001003	antibiotic target protection	https://card.mcmaster.ca/aro/3002753
Q6GWS9	ARO:3000972	TEM-109	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3000972
Q5W3A6	ARO:3003203	TLA-2	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3003203
A0A6C0L4K1	ARO:3001071	SHV-12	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3001071
Q6PPZ0	ARO:3001773	OXA-61	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3001773
A0A0X1L243	ARO:3002681	catB9	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3002681
O34176	ARO:3000912	TEM-43	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3000912
C4NY32	ARO:3002507	PDC-8	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3002507
O52244	ARO:3002565	AAC(6')-Iu	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3002565
A3RJX8	ARO:3002375	VEB-5	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3002375
Q9F0F5	ARO:3000954	TEM-87	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3000954
A9J7N3	ARO:3002733	QnrB18	ARO:0001003	antibiotic target protection	https://card.mcmaster.ca/aro/3002733
B5L5V4	ARO:3002488	LRA-9	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3002488
Q3YBY0	ARO:3002282	VIM-12	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3002282
Q8G8F9	ARO:3002604	aadA4	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3002604
Q3LUL1	ARO:3001119	SHV-64	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3001119
A4GRB2	ARO:3002263	IND-7	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3002263
A0A0C5C1Y7	ARO:3001364	SHV-182	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3001364
E5LP65	ARO:3001045	TEM-183	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3001045
C0ZJA6	ARO:3002815	clbB	ARO:0001001	antibiotic target alteration	https://card.mcmaster.ca/aro/3002815
A0A0K2B058	ARO:3002828	srmB	ARO:0001003	antibiotic target protection	https://card.mcmaster.ca/aro/3002828
A0A0B8QRZ4	ARO:3000198	FosX	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3000198
G3EPW2	ARO:3001972	CTX-M-112	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3001972
Q5MAF9	ARO:3001912	CTX-M-50	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3001912
H7CHH5	ARO:3001057	TEM-198	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3001057
L7TBZ5	ARO:3002853	arr-8	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3002853
I7BL40	ARO:3002883	rgt1438	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3002883
X4Z2B6	ARO:3002383	SME-5	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3002383
Q9FAA1	ARO:3002020	CMY-9	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3002020
A0A3N5CCY8	ARO:3002634	APH(2'')-Ie	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3002634
Q0ZBS7	ARO:3002724	QnrB10	ARO:0001003	antibiotic target protection	https://card.mcmaster.ca/aro/3002724
Q51734	ARO:3002595	AAC(6')-IIb	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3002595
Q6XL57	ARO:3003103	cphA7	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3003103
Q8GIW8	ARO:3002203	IMP-12	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3002203
I6S7G0	ARO:3001692	OXA-229	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3001692
D0C7W4	ARO:3001646	OXA-98	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3001646
Q9F0V1	ARO:3001422	OXA-27	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3001422
Q0PGR7	ARO:3001144	SHV-92	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3001144
A0A8D6XUE8	ARO:3002612	aadA12	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3002612
C0LSK3	ARO:3002432	OKP-A-15	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3002432
A0A0J1AAD7	ARO:3000777	adeF	ARO:0010000	antibiotic efflux	https://card.mcmaster.ca/aro/3000777
H9AXM1	ARO:3001055	TEM-195	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3001055
C4TGI5	ARO:3002574	AAC(6')-Iaf	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3002574
A0A7W2LPL1	ARO:3003017	dfrA21	ARO:0001002	antibiotic target replacement	https://card.mcmaster.ca/aro/3003017
A0SNL9	ARO:3002830	vgaALC	ARO:0001003	antibiotic target protection	https://card.mcmaster.ca/aro/3002830
H9ZJK0	ARO:3001677	OXA-236	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3001677
B6V684	ARO:3002318	KPC-8	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3002318
W8Q2C8	ARO:3001562	OXA-376	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3001562
G4XFK8	ARO:3002912	vanN	ARO:0001001	antibiotic target alteration	https://card.mcmaster.ca/aro/3002912
J7HGI2	ARO:3002299	VIM-29	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3002299
B2YGG2	ARO:3000572	tet(42)	ARO:0010000	antibiotic efflux	https://card.mcmaster.ca/aro/3000572
D5KLY1	ARO:3003196	tet(45)	ARO:0010000	antibiotic efflux	https://card.mcmaster.ca/aro/3003196
A0AAP5PJY6	ARO:3002050	CMY-39	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3002050
B5KVR9	ARO:3002287	VIM-17	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3002287
A0A346FWD3	ARO:3003209	fosA5	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3003209
G9JKG5	ARO:3002224	IMP-33	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3002224
